timestamp,actual_price,forecast_price,charge_power_mw,discharge_power_mw,net_power_mw,cumulative_revenue_usd,soc,soc_fraction
2025-01-20 23:00:00+00:00,42.6,43.56,0.0,45.0,50.0,284.25,0.95,0.95
2025-01-21 00:00:00+00:00,37.32,38.47,0.0,0.0,0.0,284.25,0.95,0.95
2025-01-21 01:00:00+00:00,32.84,35.29,0.0,0.0,0.0,284.25,0.95,0.95
2025-01-21 02:00:00+00:00,28.62,26.03,50.0,0.0,0.0,-1146.75,0.95,0.95
2025-01-21 03:00:00+00:00,30.56,27.76,0.0,0.0,0.0,-1146.75,0.95,0.95
2025-01-21 04:00:00+00:00,25.75,27.55,50.0,0.0,0.0,-2434.25,0.95,0.95
2025-01-21 05:00:00+00:00,22.01,23.25,50.0,0.0,0.0,-3534.75,0.95,0.95
2025-01-21 06:00:00+00:00,4.24,5.37,50.0,0.0,0.0,-3746.75,0.95,0.95
2025-01-21 07:00:00+00:00,20.28,21.65,50.0,0.0,-42.11,-4760.75,0.95,0.95
2025-01-21 08:00:00+00:00,26.86,25.66,50.0,0.0,0.0,-6103.75,0.95,0.95
2025-01-21 09:00:00+00:00,25.18,26.26,50.0,0.0,0.0,-7362.75,0.95,0.95
2025-01-21 10:00:00+00:00,23.96,25.19,50.0,0.0,0.0,-8560.75,0.95,0.95
2025-01-21 11:00:00+00:00,29.27,27.98,0.0,0.0,0.0,-8560.75,0.95,0.95
2025-01-21 12:00:00+00:00,27.83,32.99,0.0,0.0,0.0,-8560.75,0.95,0.95
2025-01-21 13:00:00+00:00,27.9,29.58,0.0,0.0,0.0,-8560.75,0.95,0.95
2025-01-21 14:00:00+00:00,36.45,33.97,0.0,0.0,0.0,-8560.75,0.95,0.95
2025-01-21 15:00:00+00:00,36.57,38.71,0.0,0.0,0.0,-8560.75,0.95,0.95
2025-01-21 16:00:00+00:00,132.48,130.54,0.0,45.0,-0.0,-2599.15,0.95,0.95
2025-01-21 17:00:00+00:00,39.23,41.7,0.0,0.0,-0.0,-2599.15,0.95,0.95
2025-01-21 18:00:00+00:00,39.11,42.51,0.0,45.0,0.0,-839.2,0.95,0.95
2025-01-21 19:00:00+00:00,38.84,37.29,0.0,0.0,0.0,-839.2,0.95,0.95
2025-01-21 20:00:00+00:00,44.95,47.86,0.0,45.0,0.0,1183.55,0.95,0.95
2025-01-21 21:00:00+00:00,80.55,82.08,0.0,45.0,0.0,4808.3,0.95,0.95
2025-01-21 22:00:00+00:00,37.8,40.36,0.0,0.0,38.0,4808.3,0.95,0.95
2025-01-21 23:00:00+00:00,41.12,46.36,0.0,45.0,50.0,6658.7,0.95,0.95
2025-01-22 00:00:00+00:00,127.16,127.05,0.0,45.0,38.0,12380.9,0.95,0.95
2025-01-22 01:00:00+00:00,33.91,32.53,0.0,0.0,0.0,12380.9,0.95,0.95
2025-01-22 02:00:00+00:00,31.06,29.34,0.0,0.0,0.0,12380.9,0.95,0.95
2025-01-22 03:00:00+00:00,27.8,26.26,50.0,0.0,0.0,10990.9,0.95,0.95
2025-01-22 04:00:00+00:00,27.67,27.98,0.0,0.0,0.0,10990.9,0.95,0.95
2025-01-22 05:00:00+00:00,23.4,24.75,50.0,0.0,0.0,9820.9,0.95,0.95
2025-01-22 06:00:00+00:00,24.56,25.75,50.0,0.0,0.0,8592.9,0.95,0.95
2025-01-22 07:00:00+00:00,22.76,25.33,50.0,0.0,-42.11,7454.9,0.95,0.95
2025-01-22 08:00:00+00:00,21.95,22.48,50.0,0.0,0.0,6357.4,0.95,0.95
2025-01-22 09:00:00+00:00,20.62,24.75,50.0,0.0,0.0,5326.4,0.95,0.95
2025-01-22 10:00:00+00:00,22.44,22.28,50.0,0.0,0.0,4204.4,0.95,0.95
2025-01-22 11:00:00+00:00,27.36,34.66,0.0,0.0,0.0,4204.4,0.95,0.95
2025-01-22 12:00:00+00:00,-3.29,0.0,50.0,0.0,0.0,4368.9,0.95,0.95
2025-01-22 13:00:00+00:00,27.51,25.87,50.0,0.0,0.0,2993.4,0.95,0.95
2025-01-22 14:00:00+00:00,32.79,30.61,0.0,0.0,0.0,2993.4,0.95,0.95
2025-01-22 15:00:00+00:00,37.01,38.72,0.0,0.0,0.0,2993.4,0.95,0.95
2025-01-22 16:00:00+00:00,33.37,33.31,0.0,0.0,0.0,2993.4,0.95,0.95
2025-01-22 17:00:00+00:00,40.97,43.26,0.0,45.0,0.0,4837.05,0.95,0.95
2025-01-22 18:00:00+00:00,39.55,41.23,0.0,0.0,0.0,4837.05,0.95,0.95
2025-01-22 19:00:00+00:00,43.63,43.95,0.0,45.0,0.0,6800.4,0.95,0.95
2025-01-22 20:00:00+00:00,40.64,39.02,0.0,0.0,0.0,6800.4,0.95,0.95
2025-01-22 21:00:00+00:00,37.69,34.4,0.0,0.0,0.0,6800.4,0.95,0.95
2025-01-22 22:00:00+00:00,37.14,36.52,0.0,0.0,0.0,6800.4,0.95,0.95
2025-01-22 23:00:00+00:00,39.74,42.38,0.0,45.0,50.0,8588.7,0.95,0.95
2025-01-23 00:00:00+00:00,38.1,39.14,0.0,0.0,0.0,8588.7,0.95,0.95
2025-01-23 01:00:00+00:00,32.78,30.17,0.0,0.0,0.0,8588.7,0.95,0.95
2025-01-23 02:00:00+00:00,34.05,34.98,0.0,0.0,0.0,8588.7,0.95,0.95
2025-01-23 03:00:00+00:00,25.71,27.17,50.0,0.0,0.0,7303.2,0.95,0.95
2025-01-23 04:00:00+00:00,27.28,25.57,50.0,0.0,0.0,5939.2,0.95,0.95
2025-01-23 05:00:00+00:00,22.35,23.23,50.0,0.0,0.0,4821.7,0.95,0.95
2025-01-23 06:00:00+00:00,22.16,22.81,50.0,0.0,0.0,3713.7,0.95,0.95
2025-01-23 07:00:00+00:00,22.91,20.55,50.0,0.0,0.0,2568.2,0.95,0.95
2025-01-23 08:00:00+00:00,20.3,21.69,50.0,0.0,0.0,1553.2,0.95,0.95
2025-01-23 09:00:00+00:00,21.83,23.73,50.0,0.0,0.0,461.7,0.95,0.95
2025-01-23 10:00:00+00:00,26.31,29.52,0.0,0.0,0.0,461.7,0.95,0.95
2025-01-23 11:00:00+00:00,23.94,27.07,50.0,0.0,0.0,-735.3,0.95,0.95
2025-01-23 12:00:00+00:00,29.54,26.6,50.0,0.0,0.0,-2212.3,0.95,0.95
2025-01-23 13:00:00+00:00,27.04,25.2,50.0,0.0,0.0,-3564.3,0.95,0.95
2025-01-23 14:00:00+00:00,33.77,35.56,0.0,0.0,0.0,-3564.3,0.95,0.95
2025-01-23 15:00:00+00:00,38.64,40.42,0.0,0.0,0.0,-3564.3,0.95,0.95
2025-01-23 16:00:00+00:00,31.27,33.06,0.0,0.0,0.0,-3564.3,0.95,0.95
2025-01-23 17:00:00+00:00,37.53,47.66,0.0,45.0,0.0,-1875.45,0.95,0.95
2025-01-23 18:00:00+00:00,42.55,44.48,0.0,45.0,0.0,39.3,0.95,0.95
2025-01-23 19:00:00+00:00,41.6,44.94,0.0,45.0,0.0,1911.3,0.95,0.95
2025-01-23 20:00:00+00:00,43.38,46.27,0.0,45.0,-0.0,3863.4,0.95,0.95
2025-01-23 21:00:00+00:00,40.6,42.73,0.0,45.0,0.0,5690.4,0.95,0.95
2025-01-23 22:00:00+00:00,41.33,41.04,0.0,0.0,0.0,5690.4,0.95,0.95
2025-01-23 23:00:00+00:00,39.13,41.53,0.0,0.0,50.0,5690.4,0.95,0.95
2025-01-24 00:00:00+00:00,40.28,38.85,0.0,0.0,0.0,5690.4,0.95,0.95
2025-01-24 01:00:00+00:00,35.58,35.49,0.0,0.0,0.0,5690.4,0.95,0.95
2025-01-24 02:00:00+00:00,33.2,32.49,0.0,0.0,0.0,5690.4,0.95,0.95
2025-01-24 03:00:00+00:00,28.74,29.44,0.0,0.0,0.0,5690.4,0.95,0.95
2025-01-24 04:00:00+00:00,26.14,32.43,0.0,0.0,0.0,5690.4,0.95,0.95
2025-01-24 05:00:00+00:00,24.2,20.03,50.0,0.0,0.0,4480.4,0.95,0.95
2025-01-24 06:00:00+00:00,24.68,26.9,50.0,0.0,0.0,3246.4,0.95,0.95
2025-01-24 07:00:00+00:00,21.65,18.12,50.0,0.0,0.0,2163.9,0.95,0.95
2025-01-24 08:00:00+00:00,23.08,22.4,50.0,0.0,-42.11,1009.9,0.95,0.95
2025-01-24 09:00:00+00:00,27.89,31.11,0.0,0.0,0.0,1009.9,0.95,0.95
2025-01-24 10:00:00+00:00,25.87,26.53,50.0,0.0,0.0,-283.6,0.95,0.95
2025-01-24 11:00:00+00:00,24.47,22.28,50.0,0.0,0.0,-1507.1,0.95,0.95
2025-01-24 12:00:00+00:00,30.36,29.07,0.0,0.0,0.0,-1507.1,0.95,0.95
2025-01-24 13:00:00+00:00,28.75,30.95,0.0,0.0,0.0,-1507.1,0.95,0.95
2025-01-24 14:00:00+00:00,-5.89,0.0,50.0,0.0,0.0,-1212.6,0.95,0.95
2025-01-24 15:00:00+00:00,32.42,33.46,0.0,0.0,0.0,-1212.6,0.95,0.95
2025-01-24 16:00:00+00:00,32.68,33.29,0.0,0.0,0.0,-1212.6,0.95,0.95
2025-01-24 17:00:00+00:00,38.55,37.42,0.0,0.0,0.0,-1212.6,0.95,0.95
2025-01-24 18:00:00+00:00,41.06,46.92,0.0,45.0,0.0,635.1,0.95,0.95
2025-01-24 19:00:00+00:00,46.21,48.29,0.0,45.0,38.0,2714.55,0.95,0.95
2025-01-24 20:00:00+00:00,43.17,38.61,0.0,0.0,0.0,2714.55,0.95,0.95
2025-01-24 21:00:00+00:00,41.47,42.44,0.0,45.0,0.0,4580.7,0.95,0.95
2025-01-24 22:00:00+00:00,43.09,41.94,0.0,45.0,0.0,6519.75,0.95,0.95
2025-01-24 23:00:00+00:00,33.9,36.53,0.0,0.0,50.0,6519.75,0.95,0.95
2025-01-25 00:00:00+00:00,33.85,32.37,0.0,0.0,0.0,6519.75,0.95,0.95
2025-01-25 01:00:00+00:00,32.78,32.99,0.0,0.0,0.0,6519.75,0.95,0.95
2025-01-25 02:00:00+00:00,24.57,26.33,50.0,0.0,0.0,5291.25,0.95,0.95
2025-01-25 03:00:00+00:00,28.54,31.2,0.0,0.0,0.0,5291.25,0.95,0.95
2025-01-25 04:00:00+00:00,24.11,21.61,50.0,0.0,0.0,4085.75,0.95,0.95
2025-01-25 05:00:00+00:00,20.16,19.82,50.0,0.0,0.0,3077.75,0.95,0.95
2025-01-25 06:00:00+00:00,21.19,20.5,50.0,0.0,0.0,2018.25,0.95,0.95
2025-01-25 07:00:00+00:00,24.28,23.15,50.0,0.0,0.0,804.25,0.95,0.95
2025-01-25 08:00:00+00:00,18.72,23.63,50.0,0.0,0.0,-131.75,0.95,0.95
2025-01-25 09:00:00+00:00,19.23,20.74,50.0,0.0,-42.11,-1093.25,0.95,0.95
2025-01-25 10:00:00+00:00,18.46,15.81,50.0,0.0,0.0,-2016.25,0.95,0.95
2025-01-25 11:00:00+00:00,19.07,21.86,50.0,0.0,0.0,-2969.75,0.95,0.95
2025-01-25 12:00:00+00:00,25.34,31.15,0.0,0.0,0.0,-2969.75,0.95,0.95
2025-01-25 13:00:00+00:00,23.54,26.62,50.0,0.0,0.0,-4146.75,0.95,0.95
2025-01-25 14:00:00+00:00,28.44,25.14,50.0,0.0,0.0,-5568.75,0.95,0.95
2025-01-25 15:00:00+00:00,29.66,28.95,0.0,0.0,0.0,-5568.75,0.95,0.95
2025-01-25 16:00:00+00:00,34.46,38.13,0.0,0.0,0.0,-5568.75,0.95,0.95
2025-01-25 17:00:00+00:00,36.17,34.9,0.0,0.0,0.0,-5568.75,0.95,0.95
2025-01-25 18:00:00+00:00,39.52,41.13,0.0,0.0,0.0,-5568.75,0.95,0.95
2025-01-25 19:00:00+00:00,36.65,39.09,0.0,0.0,0.0,-5568.75,0.95,0.95
2025-01-25 20:00:00+00:00,37.59,35.77,0.0,0.0,38.0,-5568.75,0.95,0.95
2025-01-25 21:00:00+00:00,35.48,35.83,0.0,0.0,0.0,-5568.75,0.95,0.95
2025-01-25 22:00:00+00:00,35.81,28.21,0.0,0.0,0.0,-5568.75,0.95,0.95
2025-01-25 23:00:00+00:00,36.28,34.22,0.0,0.0,50.0,-5568.75,0.95,0.95
2025-01-26 00:00:00+00:00,35.07,34.94,0.0,0.0,0.0,-5568.75,0.95,0.95
2025-01-26 01:00:00+00:00,28.46,25.84,50.0,0.0,0.0,-6991.75,0.95,0.95
2025-01-26 02:00:00+00:00,30.35,34.93,0.0,0.0,0.0,-6991.75,0.95,0.95
2025-01-26 03:00:00+00:00,28.97,25.89,50.0,0.0,0.0,-8440.25,0.95,0.95
2025-01-26 04:00:00+00:00,24.21,23.61,50.0,0.0,0.0,-9650.75,0.95,0.95
2025-01-26 05:00:00+00:00,25.79,26.62,50.0,0.0,0.0,-10940.25,0.95,0.95
2025-01-26 06:00:00+00:00,17.58,21.68,50.0,0.0,0.0,-11819.25,0.95,0.95
2025-01-26 07:00:00+00:00,15.4,12.31,50.0,0.0,0.0,-12589.25,0.95,0.95
2025-01-26 08:00:00+00:00,13.73,17.14,50.0,0.0,0.0,-13275.75,0.95,0.95
2025-01-26 09:00:00+00:00,22.25,22.78,50.0,0.0,0.0,-14388.25,0.95,0.95
